emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,risk_category
regional account manager ,1.9410924348950158,CA,MORTGAGE,49462.82044836425,Verified,0.0,164750.0702759038,Not Verified,23.128709169019505,0.5865729290335278,10.103958761194544,2005.1082373671143,3.687749122393675,19.323088563103664,11.735370319800992,1700.0,94573.0446959254,0.1741640352284472,0.03364362044735006,47.39358664263498,0.0,1527.9079081226794,0.0,9.930158344218711,10.385611166241464,12.022068346634782,0.0,0.0,3.9145372574028476,39234.108532798244,13.968064139760278,6.28700681206914,6.294642423880687,0.0,100.0,0.07867264948893127,0.0,other,individual,9575.461851338596,37.19031484683568,14.246607333105397,533.8489710580125,C,D3,Feb-2018,Late (31-120 days),whole,Cash,17148.345620760843,833.505423299993,457.92714723912263,161.37980249052424,4.754320925174095,High
regional manager ,4.85488159200269,TN,OWN,122059.5563839032,Not Verified,14.365482568401351,209578.12609042926,Not Verified,28.523031057201205,0.0,28.06002759738884,2006.8543695222536,1.9734107505978657,27.857955248601755,5.325792530571,279129.7073499685,86756.5006034823,0.20255384246878724,0.013694182402733707,51.21612711367512,0.0,823.1065533407515,0.0,5.2471683393351665,0.0,2.0,0.0,0.0,1.9753472453939795,24875.581691752785,11.494150498973228,11.502496284495255,3.852828054213902,0.0,89.41831814547892,0.12150812866164264,0.39679694464801724,debt_consolidation,individual,3235.660733259436,42.34106975688851,21.802031968117706,337.1747442118931,C,C5,Jan-2018,Late (31-120 days),whole,Cash,2904.0591377077944,1955.1895542881855,231.5056454941953,547.8756218918969,5.234447592641434,High
president,4.130732968448884,NY,OWN,97517.9079518585,Verified,24.071244844219873,208720.008895216,Not Verified,22.424919514846664,0.0,4.0,1995.0789263836532,0.0,17.524233838023658,8.17833717494748,270638.2139655439,26629.87536700766,0.05950736121747537,0.169641868274822,17.078395143655584,0.0,988.7735965853822,1.3313189004123005,8.166166897517979,2.5346273501222383,19.081335023883504,0.0,0.0,4.984798284068427,0.0,3.471123374343966,8.356303302150954,0.0,0.0,98.32631419555453,0.0,0.0,debt_consolidation,individual,14712.55621247043,46.79526899364421,17.811774155599053,577.2876242332937,C,A5,Mar-2018,Late (31-120 days),whole,Cash,20128.601153928073,671.2382608998886,0.0,585.557724759642,0.0,High
teacher,6.218487308029881,FL,RENT,20236.032787016447,Not Verified,36.24,98467.27345572572,Source Verified,17.068242651505198,0.0,26.120573382579344,1994.7330491105472,0.6800567411826584,2.0,5.008068817883204,1700.0,24587.193579186747,0.1367991931411828,0.24839751401711835,67.16008536599219,0.0,401.00987346978786,3.2623869059089614,1.4570483689596734,16.776320812876296,2.1588433877345103,0.0,0.0,2.8246015134277314,27329.081068735868,22.217793109771357,2.430314967864393,0.0,0.23812728188887455,96.08913206929215,0.15457968233583175,0.0,home_improvement,individual,40000.0,36.0,16.272557809725516,378.2093062773979,E,C3,Feb-2018,Late (31-120 days),whole,Cash,14714.192758884645,1081.7805239355148,1146.2117579499659,242.57956027435876,0.0,High
sales,3.8091542684683253,MA,RENT,59714.81352541222,Source Verified,18.950634101420448,95507.91300791802,Not Verified,21.49036877504776,0.9738681312358198,11.313995431546854,2005.4690337563584,0.03890783561963174,2.9008048631148995,2.0,101848.91431039025,4482.978961998146,0.118322480648645,0.3355133037868625,53.37421339507725,0.0,244.12568635362464,1.756018818170324,0.0,4.152729138967912,7.92216529155345,0.0,0.0,4.55632531091242,5751.853355527874,7.129829039777029,7.537373591062547,1.6875647292241225,0.0,95.13841923397572,0.0,0.5386057499768053,debt_consolidation,joint,21757.037750278512,36.0,17.104416883640063,93.96,F,D1,Jan-2018,Late (31-120 days),whole,Cash,9072.063699637383,1827.1433380198068,471.5155657040293,5.543775365710189,12.780746123615977,High
carpenter foreman ,10.0,NY,MORTGAGE,145206.10320844548,Not Verified,8.953866247319151,173282.33127641,Not Verified,12.101428924816702,0.002243532810307647,48.6320845866042,2004.3339901023478,0.9820178299303646,39.21166779354906,2.0,37076.9660223915,0.0,0.0,0.016943879785814436,57.461727307207035,0.0,0.0,0.9030487669957186,0.0,17.14408685547289,18.028285385374495,0.0,0.0,1.9841523343922365,0.0,5.53231233088378,7.512184017974603,4.924894859304424,0.0642894118817402,100.0,0.0,0.15430654102162228,debt_consolidation,individual,17141.51647197276,55.09095639147612,16.448367078091252,811.3423489689058,C,C4,Jan-2018,Late (31-120 days),whole,Cash,18201.480263139423,985.6846385533003,508.58449099601364,83.66190457803879,6.299846237502747,High
marketing,5.321177574176254,FL,OWN,59546.845464347585,Verified,27.99325651116515,46525.55297905793,Not Verified,31.59991521646734,0.0,4.0,2002.7657248572357,2.192826953887076,48.39766437524689,16.06805799829779,89999.67796487124,81963.58515048744,0.003918466968666823,0.0,35.723634499985195,0.0,465.1374785760209,1.4482129733535654,0.0,9.42129213233422,16.28994595795127,0.0,0.0,2.5143843354391127,0.0,16.489859374478762,13.29139541350799,5.602289898365673,0.5412516689460685,95.96500774740468,0.05552456972509288,0.7257003494259349,major_purchase,individual,23810.028194246614,36.0,9.055573273273417,744.3367991824678,C,E5,Jan-2018,Charged Off,whole,Cash,20033.882839341368,2199.0262517618903,414.4930359718877,630.9827829020699,8.774100627859266,High
manager,1.3241894644463308,NY,RENT,27782.870439598802,Source Verified,15.553698305666128,111622.15785202722,Not Verified,22.94987625467054,0.8788738232760067,29.010691251696095,2002.2880530327295,0.0,22.215563759344814,17.272065735521046,32828.09842551124,42682.70686367585,0.0,0.0,69.13462711425333,0.0,1707.1172499032346,5.382270005991432,8.23890127093076,10.99460826301134,14.620838652868338,0.0,0.0,0.6968641361173198,0.0,18.24661685978955,11.135479138360143,1.1523993417428122,0.0,69.8859237274394,0.4392846779364701,0.0,debt_consolidation,joint,31612.559878756176,49.15291422492249,12.477905257134251,93.96,C,C4,Feb-2018,Late (31-120 days),whole,Cash,6504.04409711663,2421.561326035687,1288.155507543444,813.5486168842729,0.0,High
site superintendent,1.3123283519627114,NY,OWN,64541.336593275075,Verified,20.173217052062927,97362.64267641198,Not Verified,18.256860653954625,0.082568696831809,20.206789412157583,2013.0,9.432415650449125,13.16684671489336,5.721465500150725,227992.55131024125,1911.9065477892073,0.0,0.0,38.45588966610126,0.0,932.7725142577183,2.796748463349958,3.731496326216254,0.3130719809925573,7.118981376645886,0.0,0.0,0.5703018206656969,23704.088925547992,11.937735982480088,4.274571548165392,0.0,0.33316941645673903,82.50739344778917,0.0,0.0,debt_consolidation,individual,29091.227698900602,40.88447939989062,23.97877861014142,569.8934295100094,C,D5,Jan-2018,Late (31-120 days),fractional,Cash,7921.017612260635,1059.930055433941,765.159884464661,721.0366071835324,0.0,High
access service librarian,5.456039245702069,MS,MORTGAGE,137088.3732132616,Verified,25.614461969570932,194950.55910571787,Not Verified,17.38164650876419,0.0,22.37138569614169,2002.6481525923944,0.0,13.727765344420204,9.70939137007618,271383.51549786236,26252.707746744676,0.0,0.528281925552252,58.34337115238716,0.0,786.9040119635605,3.1783286583984443,0.10903688338788253,7.566720070884876,7.507634669557565,0.0,0.0,1.656345552260489,11552.913564961216,8.513115131059562,12.736952857955288,4.397262246437119,1.635130498380955,100.0,0.09175761151325859,0.0,debt_consolidation,joint,17769.89874745867,41.87939638547234,17.34999662750483,659.7101801343655,C,A3,Mar-2018,Late (31-120 days),whole,Cash,5769.7008238988365,2116.439556372956,7.370407353783548,0.0,7.768775519865225,High
full time hub person,6.98629974770207,MD,RENT,65714.42212641261,Not Verified,12.278503156306195,272277.9394007812,Not Verified,23.706181316188438,0.2578607375511934,12.568330853365964,1998.227697504749,4.8878894649282785,2.0,8.73393617322682,478321.96884919086,1474.7592441725865,0.2777710892797292,0.08674896866302859,53.28112919110596,0.0,594.5608374526211,0.0,2.910472487462939,15.316011884953749,16.731386154127456,0.0,0.0,0.9160286324809574,10600.906824354555,9.894590421245296,5.626776074933487,0.0,1.9763479102753072,87.3711184837493,0.23181969014559348,0.06648442265241788,credit_card,joint,24213.579790931894,60.0,10.882203955804343,418.5755631888212,B,D3,Jan-2018,Late (31-120 days),whole,Cash,27908.82632191399,33.3723900700096,572.0757022891017,697.033561638741,0.03947524880983044,High
president,2.4600721089493147,NC,RENT,59606.80767487011,Source Verified,21.08493549735552,115082.7901208674,Verified,26.21746762857579,0.0,4.119949588961486,2000.1959643510697,2.955165829563611,17.017062496673507,13.249710300162269,1700.0,73485.23798833176,0.14879765232815173,0.5231304977657414,60.897565027733904,0.0,0.0,3.0985018283341033,3.9117394633793747,0.0,25.2286364039031,0.0,0.0,1.8195747693562705,16595.45436648515,8.027201585122075,15.421423548048335,4.230484859138004,0.0,95.64291246014216,0.0,0.37960229045047295,debt_consolidation,individual,13162.325723130529,38.49801798895167,13.273010714853989,248.3258454961471,D,B5,Jan-2018,Late (31-120 days),whole,Cash,25669.717597212264,514.2664807334065,622.0584145147743,651.9093740337164,0.0,High
paraprofessional ,8.566588643988695,TX,MORTGAGE,14400.0,Verified,8.137505218400205,56197.758719404694,Not Verified,17.16407814067864,0.0,19.787228171704008,2004.3247404700735,6.177073563246521,23.448924820533648,6.357812258987405,394939.0499165729,56140.24296322921,0.03012367496151617,0.20247400272939603,5.0,0.0,331.70822790436983,2.1662810228139673,0.2992317504743909,14.354878609338655,2.0,0.0,0.0,2.3003258419204715,0.0,2.213694706198229,1.1406940447439444,3.6513620479129707,2.423932279441518,85.5259598647904,0.0,0.6525429251287735,other,individual,23814.549336471322,45.48411091246566,12.218833045422668,792.5614780251728,C,D1,Jan-2018,Late (31-120 days),whole,Cash,27284.201135825744,569.6303269527996,136.26663669263155,1126.7748831363765,0.0,High
respiratory therapist,4.263183559679435,NV,RENT,157794.55479583412,Source Verified,14.687502778454864,139401.04033418038,Verified,21.456265339049892,0.33405944316083924,34.965952724123866,1994.5548685368085,0.0,13.928574096958615,12.972163635632091,66772.72524763262,114643.33520671891,0.0,0.28487562396580307,27.580709313537746,0.0,717.264553830926,0.6675269900516039,1.2587400177902928,1.5729886285004442,2.0,0.0,0.0,2.3077867371641654,39240.71911599517,16.920426579862514,3.0053966119808955,5.290381005520448,1.1644206559287675,80.05959536447602,0.06871108962402359,0.37385530032013686,medical,individual,7098.667117391624,42.30695562683132,10.370736339087745,602.3562338157516,B,E4,Feb-2018,Late (31-120 days),whole,Cash,22653.123369672347,721.8907363702211,290.46357360886617,0.0,7.308018957968858,High
senior manager,9.407255167451815,OH,RENT,156061.37573606748,Verified,31.449780125854844,94230.77499636589,Verified,13.422159050841179,0.0,40.02581317327054,1993.3183631094912,0.0,30.064853525683066,2.3908267965132524,181276.63498187764,60548.50541514875,0.0,0.0,47.254010753752894,0.0,1078.5202286112856,3.243499382362325,10.7922628782751,6.158041678047165,6.783033416047874,0.0,0.0,5.939432190228903,0.0,9.771176276302478,6.51645401778329,6.354844618197076,2.7879677707929145,99.82899370604746,0.24445799710957003,0.0,major_purchase,individual,37515.36538911223,42.719499687459596,15.015214790779897,766.2127417011152,D,A3,Jan-2018,Late (31-120 days),whole,Cash,13199.580423077277,321.7329479662451,493.0966193120252,41.087156621072666,1.539267672669847,High
electrical engineer,8.905040405621047,OH,MORTGAGE,81237.25993827102,Not Verified,11.403467578571302,107998.86542550195,Verified,11.516814957999246,0.0,48.95600692236384,2002.9589233317645,4.4681460428605835,15.850756226005494,13.58504296876562,124292.85714216885,0.0,0.27073445387938966,0.0,36.39148584608848,0.0,450.409726136867,3.269525298866337,3.3054780909441015,0.0,13.500154328266378,0.0,0.0,1.9773976655374035,0.0,18.749162633840356,9.200570860785204,3.67291989751928,0.4458086863689738,97.45022041887644,0.0,0.0,credit_card,joint,3000.0,36.0,9.69993615026219,781.6431989358127,C,C4,Mar-2018,Late (31-120 days),whole,Cash,0.0,1956.5388620235838,300.865817366539,537.7466690987019,0.0,High
correction officer,5.500214536992164,IN,OWN,155799.91692759976,Source Verified,14.562421836619652,221000.86185127095,Not Verified,19.04914426406043,0.25292974684366887,31.391850942237905,2002.4092646558895,2.971144807559247,33.900618782654945,8.660003425262143,26680.05916705652,86352.92912111516,0.005459970857556989,0.07040993530439639,58.37817961777712,0.0,1330.6708278439044,6.998028104333253,5.314609274410333,9.902388082805324,8.7519290726724,0.0,0.0,1.685469224596002,23578.28351917261,18.82766002907956,6.946051989566747,7.136571848714325,1.4180225940471667,98.69282318791812,0.0,0.0,debt_consolidation,individual,19477.57900197768,60.0,15.238424063792609,1135.5148996766247,D,C5,Jan-2018,Late (31-120 days),fractional,Cash,20518.548140734634,814.6118225648936,193.10636886660535,0.0,0.0,High
sales,9.953701282132217,CA,MORTGAGE,76906.74269406951,Not Verified,18.218598935838205,161740.4628000343,Not Verified,27.37233383558464,0.0,49.03482529665216,2008.6665284684595,1.788232221857712,45.873352332993704,11.208694737177632,261832.11560353657,42441.4971847839,0.0,0.6816955206093266,43.199398306789085,0.0,665.9209652125319,4.915736212195874,3.3204947993895875,8.589448760510088,7.365047136768689,0.0,0.0,0.5446957800466405,0.0,18.991211744132627,1.2778384678820265,1.7475885111526717,1.2660479778883642,100.0,0.0,0.013144147655448093,debt_consolidation,joint,3000.0,36.0,20.758768951794877,1042.3388678502242,C,C1,Mar-2018,Late (31-120 days),whole,Cash,8863.380391076396,305.7256181261875,168.43382689538828,371.8344429408026,0.0,High
registered nurse,4.323873237502172,NY,RENT,87111.37260735277,Not Verified,36.12765939886016,102645.03795113231,Not Verified,21.670864773495666,0.11990604197658478,55.46173117364043,2002.215577533902,3.8695321318824423,22.73129663276201,8.982183630870763,1700.0,165580.90697424172,0.1713110637155303,0.3064436721468057,23.86925269298526,0.0,0.0,1.7100586330629584,3.6923616428742747,1.6609039254306959,6.1397978150598185,0.0,0.0,2.4048928796869626,51179.350003847474,18.51295519300021,2.4016060739809486,2.183297881086134,1.69241525877742,100.0,0.3053318223633168,0.5077147666808085,home_improvement,joint,17183.575221446998,57.65311089893497,18.63428068673656,856.4848860162178,D,C2,Mar-2018,Late (31-120 days),whole,Cash,22764.737620345502,1411.9199522770555,0.0,533.1344119407458,0.0,High
personal trainer,8.587382370939443,FL,RENT,51704.81403588199,Source Verified,10.951698218379422,148444.72665421644,Verified,22.426847295025148,0.18385706498887167,11.000485981973288,2003.8391034451688,0.7659655954981248,9.391936116723514,11.75822848519688,96596.27143842868,0.0,0.0,0.2704468979637328,52.4369310679177,0.0,773.5542887373834,6.136238614731523,6.432029330386333,2.2721378234885505,15.689582510956638,0.0,0.0,1.9306443652088447,28446.444164835655,7.163181215949461,7.245790531003118,8.931540629102411,0.22076558576250216,89.86638801569163,0.09186433011235873,0.008898438921021573,debt_consolidation,individual,3174.6826738490763,44.3568013790402,18.58598060378592,552.4562298718356,C,D3,Jan-2018,Late (31-120 days),whole,Cash,7500.990735594576,1430.1510892187662,340.9262500100615,919.5299605224297,0.0,High
paraprofessional ,4.794127573004786,TX,OWN,35880.743535203335,Verified,21.357181869907347,167960.96177331972,Not Verified,18.1753965268122,0.33997501796850293,37.81408714827181,2006.6117632402127,0.0,25.696755394742304,10.608453921023303,138436.02681847636,39553.326391474264,0.0,0.5264390870702008,32.290062588907205,0.0,403.23699401991263,0.9376041425608919,7.236830740059672,7.143768079909577,2.0,0.0,0.0,7.336952059751098,7686.831604853745,19.500485022912272,7.858489050048051,2.2155140497042147,0.0,80.23263686133907,0.0,0.3252207122470629,major_purchase,individual,16160.22659382665,54.026135220025715,16.67614766910769,894.3162576060272,D,C3,Feb-2018,Late (31-120 days),fractional,Cash,17862.069198375422,1040.9328867440222,1103.4765554219998,206.38489787449905,0.0,High
registered nurse,8.23618555902728,CA,RENT,67520.54600862032,Source Verified,11.124997335424075,91686.89570645313,Source Verified,19.33977917250581,0.33916511603915017,75.0,2013.0,0.4229741895069643,33.6539381515596,2.0,1700.0,0.0,0.07216896605442902,0.5558145767692069,67.91374350988228,0.0,0.0,4.726729857947351,3.913628694039337,3.632070588816885,2.0,0.0,0.0,3.667872471012401,0.0,4.0656491738605425,3.271576465644321,1.3613458804607257,0.7916643478111726,97.41330135454523,0.0,0.3978357457450535,moving,individual,3000.0,44.320146058537475,19.269013691845103,1011.9621983005068,C,A4,Feb-2018,Late (31-120 days),whole,Cash,9279.289782442673,409.69969125778454,194.6434004686611,169.4187967904549,1.1190079144802951,High
vice president of sales ,1.0417837994281944,MA,OWN,117076.39883826155,Verified,23.030076211703303,185665.08832224377,Not Verified,13.076376224307204,0.0,54.409168700241096,2001.787121262655,0.0,30.00073392030122,12.943598402023031,208255.0459806943,53370.2997471017,0.4592822322248918,0.0,66.76248331582158,0.0,0.0,1.7344770064311184,6.98557222861624,0.8156978995497237,3.8963674796504906,0.0,0.0,0.6442839900614192,6202.3288968271445,7.953640604020571,1.4313155972164768,3.8789471976715504,0.0,100.0,0.21922515160210782,0.030327247640684674,credit_card,individual,3000.0,36.0,19.017427067204796,698.7061368464733,C,D1,Feb-2018,Late (31-120 days),whole,Cash,12340.734530792952,1025.4247620998592,487.6013742355023,0.0,14.151323692614753,High
early head start teacher,9.519741347985956,HI,OWN,129430.89391397758,Verified,8.50435442511386,89373.6965460625,Not Verified,23.073030231414197,0.7362930449277593,33.13269640517762,1993.7323431298873,4.343596518918752,4.348568429746592,13.189829484368799,355697.38884164346,88089.9545752432,0.09819764756815698,0.0,41.41025033715672,0.0,999.4577540319599,2.69727573464438,0.0,0.8779519830026734,2.0,0.0,0.0,1.6229729675391311,42061.05848481001,19.170658286955018,2.0970809878561365,1.5130040429557234,0.8698599783740772,100.0,0.07742576222191835,0.0,credit_card,individual,17900.593251422233,48.32818975299753,19.937516396631132,124.25548480222096,D,C4,Jan-2018,Late (31-120 days),whole,Cash,11671.151077146293,1256.979509448465,540.9428058730949,184.5376544255617,0.0,High
master therapist,6.196495911444841,FL,RENT,71871.65715864608,Verified,27.938967635069098,184682.35894600936,Not Verified,15.447502927272453,0.0,39.00659578265243,2008.441416962146,0.0,33.229993250713264,14.338667542410716,1700.0,71692.6637698425,0.09311304663417333,0.034499627007468,61.4705572094217,0.0,0.0,3.624200546396418,0.0,4.665200484274219,18.813979026866313,0.0,0.0,0.0,2782.8905175148684,13.335340569619618,3.9091206787692707,6.020787647511085,1.4084426914043644,96.79967520831859,0.0,0.24254146701881107,credit_card,individual,26808.048339745787,50.88325918848828,15.504593311627172,1361.1433479630577,C,D3,Mar-2018,Late (31-120 days),whole,Cash,8886.47345011406,467.72786243725847,53.89076032286124,661.7592125251365,3.787036349657681,High
police,8.568438378666633,GA,RENT,57492.6720453615,Not Verified,17.574753788741837,44584.594334122055,Not Verified,16.32504218717721,0.3178536704852403,38.029104221094656,2004.611059673995,0.0,39.69649755792968,13.69391931442053,131208.84443699897,60864.94501527374,0.1437126628409996,0.0,45.133132551377244,0.0,175.98584203438574,3.0825909389722606,9.07141662753052,4.7379543515249685,19.24342643578165,0.0,0.0,4.957321061564857,22636.520391125923,13.438838198145067,3.183389939510177,4.716057111617702,0.0,78.29812875028404,0.28191644501837915,0.5118698557393176,debt_consolidation,individual,34613.48050708562,49.80594374409727,28.51338887543856,750.2827228746853,D,D1,Feb-2018,Late (31-120 days),whole,Cash,8695.449782509655,342.8243934460217,359.70107971550215,359.04578835901236,0.0,High
marketing,2.072089806217014,MD,RENT,40685.54858071049,Verified,9.678529810799507,166080.4718953032,Source Verified,28.271950763583305,0.0,28.461424290939007,2010.2571020995267,2.111707563880123,9.37794166434823,9.29701450289182,214317.58813855043,180308.9002287302,0.20586290201923405,0.6659414276105128,41.662660750176535,0.0,713.0601682060617,5.316435545131452,6.332401209830982,0.891743719148983,13.322784640962867,0.0,0.0,2.954060686732113,19953.0537339594,11.375005642042485,7.08226269046155,6.715646501006393,0.0,100.0,0.0,0.2535959908425417,credit_card,joint,40000.0,38.94786744490712,18.417639407214264,93.96,D,B5,Feb-2018,Late (31-120 days),whole,Cash,21850.15362463798,375.8476026995811,741.840653193618,412.9410912859493,17.66653984152096,High
parts person ,10.0,MI,RENT,85056.72313158352,Not Verified,15.85685470979117,207635.8814945466,Not Verified,6.780070167940336,0.6497367948107151,31.79459036747718,2012.2820722131637,3.296038205412944,22.098719380890067,4.46990570563312,374263.1261088778,99310.85556108509,0.12404371932814154,0.17993999738524585,51.70536843376076,0.0,0.0,2.0471406565279575,3.028757898549619,0.0,12.690316558782524,0.0,0.0,2.646928412956598,23997.02123782656,8.558508662947848,2.9564708999175853,5.561424672906325,0.57501650559199,93.25844255605674,0.0,0.0,home_improvement,joint,31870.51252008495,36.0,23.95920533504852,416.23575940706183,D,D5,Mar-2018,Late (31-120 days),whole,Cash,0.0,1517.3558387778767,619.469428544811,286.2703917330177,0.0,High
president,7.905658260750091,CA,RENT,129205.05022431455,Not Verified,14.354965640915712,121057.91555679645,Verified,5.995322028263393,0.05197973026371107,21.249388785842918,2001.1536381743576,2.7910373676825406,22.253502111819788,13.417948230820176,256488.02938837413,82929.3498362998,0.0,0.3373818680981036,58.15892464639094,0.0,0.0,1.2791688220989372,0.0,14.695610667104795,27.048573764202114,0.0,0.0,4.356936917186739,34047.386152348,17.556176777906174,7.310447582964922,0.8554174680700739,0.7656075268222915,88.9158544135957,0.0,0.0,other,individual,18762.293496893017,48.394164178748014,25.126925817821416,321.2054658472681,D,E5,Mar-2018,Late (31-120 days),whole,Cash,24882.196958208006,0.0,0.0,0.0,3.564378127929033,High
office manager,8.309870255020355,MA,RENT,43638.371090995905,Verified,7.511637537774044,161799.69519093493,Not Verified,2.68,0.0,4.0,1993.2428137190511,1.523221919304769,22.0909784320257,9.031525628089199,375435.29225713725,100849.90108267184,0.0,0.07041479171323552,30.26971367235588,0.0,738.3212854337468,2.593501686414776,9.281850841628167,7.308266941701902,6.460266320579382,0.0,0.0,5.160638189654003,52704.325335917456,14.626836415810743,9.666455407637779,8.239502113191698,0.6046360440563046,92.54276900454916,0.22772142538423115,1.5074684767533648,debt_consolidation,individual,28749.848798189705,36.0,25.84348038083075,1040.751916975676,B,D3,Jan-2018,Late (31-120 days),whole,Cash,30103.322283069483,828.7161831917028,22.570260395965192,348.65013219670277,9.254895327534076,High
mechanical designer,6.176545698429387,AL,RENT,98679.87954712272,Verified,35.983635850556965,34000.0,Source Verified,20.557078830329644,0.0,45.164347536197305,1998.6548055383682,0.0,2.0,8.518251875369536,130061.46718046414,203412.23645117402,0.0,0.05606664894740425,48.07455122019487,0.0,0.0,4.112792325370897,6.9219988465677265,4.569461791041628,12.41017287936937,0.0,0.0,0.0,24717.049329869806,14.477464819419122,1.0,2.5490807752466607,0.0,99.03482503582256,0.08589085068050653,0.44792584950406217,credit_card,joint,40000.0,43.357523716744154,5.31,798.87008936091,B,D5,Feb-2018,Late (31-120 days),fractional,Cash,0.0,2307.5598343031065,0.0,677.9467912537827,13.250151008044359,High
human resources representative ii,4.331290413707578,CA,MORTGAGE,94191.18894400612,Source Verified,31.91020573594194,34000.0,Not Verified,33.39933732044388,0.29805824524702684,31.956067829207367,1999.267986463274,0.42634808913105027,21.579375731115913,18.46520879562019,93271.9504132599,87632.04718209115,0.28628496305180334,0.2900132553824377,67.94571564943143,0.0,0.0,0.9376270455613649,7.72156357500174,8.153484252883603,5.907026919102346,0.0,0.0,4.8917105861981405,70051.30147350264,15.234874508520187,14.226703750950577,1.5433916689718452,0.0,96.8753607999586,0.03885193817475754,0.0,other,individual,28460.38155016405,36.0,17.08901337719995,571.1432983643724,A,F1,Feb-2018,Late (31-120 days),fractional,Cash,16531.564549475668,2014.895258276465,538.0392485948289,230.53217935066849,15.832155674107469,High
paraprofessional ,5.892306790474078,FL,RENT,49419.45280607487,Not Verified,18.39379504605016,113881.35384353074,Source Verified,23.973269384557117,0.6837310242973775,35.79922861212014,2011.196239216849,0.0,12.189051930502567,9.785934939745554,1700.0,0.0,0.10274683505113619,0.761325329490644,29.300975144542015,0.0,0.0,2.5350324188662303,1.9112833037493053,6.50975093667359,10.025475710604244,0.0,0.0,2.181358668935305,43733.567556001595,6.057396267976438,7.358411655660589,5.91493235252814,0.0,100.0,0.06039428103380375,0.5402610840452167,debt_consolidation,individual,27789.208922595437,38.499211218451954,19.604396409166437,683.1916810034933,D,D3,Jan-2018,Late (31-120 days),whole,Cash,14749.725189371295,1449.5940068120012,0.0,195.25228776914867,5.22183705555395,High
truck driver,10.0,NC,RENT,98734.67259770526,Source Verified,12.579262540703402,76718.54405652237,Source Verified,11.862799985568124,0.5327911877626589,31.029897870521985,2002.8056896916803,0.05795348194320393,16.024328824950576,7.119326562620419,101923.04904760105,0.0,0.006213925323027239,0.0,65.05501940909984,0.0,0.0,0.672716658486342,0.0,4.8596592037447675,20.46363428223993,0.0,0.0,2.6286156170197423,51749.71912477598,2.0,4.18887133194605,4.134884569974629,0.0,85.51917650304935,0.19743093245568938,0.22374719293135847,debt_consolidation,individual,35714.65297519011,58.04796620128406,23.2173491606628,454.3673374502219,E,A5,Feb-2018,Late (31-120 days),whole,Cash,881.8158777437693,0.0,1242.39341324525,898.201495844668,0.0,High
access service librarian,7.34312317437502,CA,RENT,44956.996701503434,Verified,17.10961362819975,102596.17168493943,Not Verified,5.937984035285211,0.00496960800642407,25.70147710238159,1995.6044872202601,5.060308667298035,24.892664518677023,15.273277170504649,203625.5958531361,106382.06737070633,0.0,0.0,60.92726523193244,0.0,20.62494645601258,4.118149889052764,8.432692504401857,8.783765299178405,7.457758663343879,0.0,0.0,3.189465469833483,30480.136171992188,10.1860017985789,6.466959843456022,7.579203455204576,0.0,89.61511003226383,0.0,0.4089879241143615,debt_consolidation,joint,12720.221832615243,55.628030855666026,5.31,955.1954285745153,D,B5,Mar-2018,Late (31-120 days),whole,Cash,16362.475287428064,624.6837673667352,42.45421913711232,799.0687636663613,3.013537263454792,High
personal asst,6.567504432071477,CA,RENT,64076.55038445639,Source Verified,34.15368973925912,130101.73432003023,Source Verified,27.541750212665015,0.0,50.412169418965455,2000.2252314758941,0.0,29.15794900471856,10.79849552261653,1700.0,65183.45284325155,0.0726619005880261,0.32935872003402167,38.432456548569405,0.0,0.0,8.353530506313916,5.4260546501143905,6.3730339613075415,4.452207162397081,0.0,0.0,1.851973579047455,44579.53416773114,15.48166038221189,2.8237391984036755,5.348662271394922,2.169358557352497,100.0,0.0,0.9148842055252246,other,individual,15875.040407249955,36.0,19.09563842156802,1073.170071876523,D,B5,Jan-2018,Late (31-120 days),whole,Cash,0.0,1272.7616341662683,0.0,412.3329994110125,0.0,High
